Dipodomys ordii#name	10020#species	10016#genus	38662#subfamily	10015#family	33553#suborder	9989#order	314147#norank_314147	314146#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA
Bipolaris sorokiniana ND90Pr#name	665912#strain_665912	45130#species	33194#genus	28556#family	715340#suborder	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Coccomyxa subellipsoidea C-169#name	574566#strain_574566	248742#species	41891#genus	35472#family	75981#norank_75981	75966#class	3041#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Bipolaris victoriae FI3#name	930091#strain_930091	40125#species	33194#genus	28556#family	715340#suborder	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Crinalium epipsammum PCC 9333#name	1173022#strain_1173022	241425#species	241421#genus	1892255#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cryptophyceae sp. RCC506#name	301224#species	301223#norank_301223	3027#class	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cucurbitaria berberidis CBS 394.84#name	1168544#strain_1168544	45142#species	45141#genus	221670#family	715340#suborder	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cucumis sativus#name	3659#species	3655#genus	1003877#tribe	3650#family	71239#order	91835#norank_91835	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanobacterium aponinum PCC 10605#name	755178#strain_755178	379064#species	102234#genus	1890452#family	1118#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanobium gracile PCC 6307#name	292564#strain_292564	59930#species	167375#genus	1890426#family	1890424#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanothece sp. ATCC 51142#name	43989#species	43988#genus	1892249#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanothece sp. PCC 7424#name	65393#species	43988#genus	1892249#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanothece sp. PCC 7425#name	395961#species	43988#genus	1892249#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanothece sp. PCC 7822#name	497965#species	43988#genus	1892249#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanothece sp. PCC 8801#name	41431#species	43988#genus	1892249#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanothece sp. PCC 8802#name	395962#species	43988#genus	1892249#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cyanobacterium stanieri PCC 7202#name	292563#strain_292563	102235#species	102234#genus	1890452#family	1118#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cylindrospermum stagnale PCC 7417#name	56107#strain_56107	142864#species	56106#genus	1162#family	1161#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dactylococcopsis salina PCC 8305#name	13035#strain_13035	292566#species	13034#genus	1890426#family	1890424#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dasypus novemcinctus#name	9361#species	9360#genus	9359#family	948951#order	9348#superorder	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Didymella exigua CBS 183.55#name	1150837#strain_1150837	100019#species	55170#genus	683158#family	715340#suborder	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dissoconium aciculare#name	112489#species	112488#genus	744530#family	134362#order	451867#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dothistroma septosporum NZE10#name	675120#strain_675120	64363#species	242508#genus	93133#family	134362#order	451867#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Dothidotthia symphoricarpi#name	548649#species	548651#genus	548648#family	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Drosophila ananassae#name	7217#species	545632#norank_545632	32347#speciessubgroup	32346#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA
Drosophila erecta#name	7220#species	32351#speciessubgroup	32346#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Drosophila grimshawi#name	7222#species	32378#speciessubgroup	48302#speciesgroup	48301#norank_48301	48384#norank_48384	504493#norank_504493	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA
Drosophila mojavensis#name	7230#species	198037#norank_198037	32324#speciessubgroup	32321#speciesgroup	32281#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA
Drosophila persimilis#name	7234#species	32358#speciessubgroup	32355#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Drosophila pseudoobscura#name	7237#species	32358#speciessubgroup	32355#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Drosophila sechellia#name	7238#species	32351#speciessubgroup	32346#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Drosophila simulans#name	7240#species	32351#speciessubgroup	32346#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Drosophila virilis#name	7244#species	32335#speciesgroup	32281#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA
Drosophila willistoni#name	7260#species	32367#speciessubgroup	32365#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Drosophila yakuba#name	7245#species	32351#speciessubgroup	32346#speciesgroup	32341#subgenus	7215#genus	46877#tribe	43845#subfamily	7214#family	43746#superfamily	43741#norank_43741	43738#norank_43738	480117#norank_480117	480118#norank_480118	43733#infraorder	7203#suborder	7147#order	33392#infraclass	33340#subclass	7496#norank_7496	85512#norank_85512	50557#class	6960#superclass	197562#norank_197562	197563#norank_197563	6656#phylum	88770#norank_88770	1206794#norank_1206794	33317#norank_33317	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA
Ectocarpus siliculosus#name	2880#species	2879#genus	2878#family	2877#order	2870#phylum	569578#norank_569578	33634#norank_33634	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eimeria tenella#name	5802#species	5800#genus	5799#family	423054#suborder	75739#order	5796#class	1280412#norank_1280412	5794#phylum	33630#norank_33630	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Entamoeba dispar#name	46681#species	5758#genus	33084#norank_33084	555406#norank_555406	554915#norank_554915	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Eucalyptus grandis#name	71139#species	3932#genus	1699524#tribe	1699513#norank_1699513	3931#family	41944#order	91836#norank_91836	71275#subclass	1437201#norank_1437201	91827#norank_91827	71240#norank_71240	1437183#norank_1437183	3398#norank_3398	58024#norank_58024	78536#norank_78536	58023#norank_58023	3193#norank_3193	131221#norank_131221	35493#phylum	33090#kingdom	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fischerella muscicola SAG 1427-1 = PCC 73103#name	372781#strain_372781	92938#species	1190#genus	1892263#family	1161#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fischerella muscicola PCC 7414#name	306281#strain_306281	92938#species	1190#genus	1892263#family	1161#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fischerella thermalis PCC 7521#name	98439#strain_98439	372787#species	1190#genus	1892263#family	1161#order	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fragilariopsis cylindrus CCMP1102#name	635003#strain_635003	186039#species	186035#genus	33852#family	33851#order	33850#norank_33850	33849#class	2836#phylum	33634#norank_33634	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fusarium oxysporum f. sp. lycopersici#name	59765#strain_59765	5507#species	171631#norank_171631	5506#genus	110618#family	5125#order	222543#subclass	147550#class	715989#norank_715989	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Fusarium verticillioides#name	117187#species	171627#norank_171627	5506#genus	110618#family	5125#order	222543#subclass	147550#class	715989#norank_715989	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Geitlerinema sp. PCC 7407#name	1173025#species	63132#genus	1892251#family	1150#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gelatoporia subvermispora#name	42742#species	98757#genus	83233#family	5303#order	355688#norank_355688	155619#class	5302#subphylum	5204#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Gloeocapsa sp. PCC 7428#name	1173026#species	102231#genus	1890464#family	1118#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Halothece sp. PCC 7418#name	65093#species	76023#genus	92682#norank_92682	1890450#family	1118#order	1301283#subclass	1117#phylum	1798711#norank_1798711	1783272#norank_1783272	2#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hemiselmis andersenii#name	464988#species	77924#genus	589351#family	589350#order	3027#class	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hydra vulgaris#name	6087#species	6083#genus	6080#family	1612408#suborder	406427#order	37516#subclass	6074#class	6073#phylum	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Hysterium pulicare#name	100027#species	100026#genus	100025#family	191554#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lachancea thermotolerans#name	381046#species	300275#genus	4893#family	4892#order	4891#class	147537#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lachancea waltii#name	4914#species	300275#genus	4893#family	4892#order	4891#class	147537#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Vicugna pacos#name	30538#species	30539#genus	9835#family	9834#suborder	91561#norank_91561	314145#superorder	1437010#norank_1437010	9347#norank_9347	32525#norank_32525	40674#class	32524#norank_32524	32523#norank_32523	1338369#norank_1338369	8287#norank_8287	117571#norank_117571	117570#norank_117570	7776#norank_7776	7742#norank_7742	89593#subphylum	7711#phylum	33511#norank_33511	33213#norank_33213	6072#norank_6072	33208#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leishmania braziliensis#name	5660#species	37617#speciesgroup	37616#subgenus	5658#genus	1286322#subfamily	5654#family	5653#order	33682#norank_33682	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Leishmania infantum#name	5671#species	38574#speciesgroup	38568#subgenus	5658#genus	1286322#subfamily	5654#family	5653#order	33682#norank_33682	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lentithecium fluviatile#name	690899#species	690896#genus	715298#family	1255046#suborder	92860#order	451868#subclass	147541#class	715962#norank_715962	716546#norank_716546	147538#subphylum	716545#norank_716545	4890#phylum	451864#subkingdom	4751#kingdom	33154#norank_33154	2759#superkingdom	131567#norank_131567	1#norank_1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
