abbrName	ncbiID	fullName	strain	forma	subspecies	varietas	species	speciessubgroup	norank_1897064	norank_232080	norank_254878	species group	speciesgroup	subgenus	genus	norank_34035	subtribe	norank_1535325	norank_1593277	norank_33084	norank_1113537	norank_1142503	norank_29197	norank_118884	tribe	norank_555406	norank_1648033	norank_1648038	subfamily	norank_319095	norank_359160	norank_147370	family	norank_469895	superfamily	norank_5863	norank_1924738	norank_75981	norank_337687	norank_5738	norank_207245	norank_104431	norank_43741	norank_37567	norank_43738	parvorder	norank_480117	norank_480118	infraorder	suborder	norank_7400	order	norank_142796	norank_159987	norank_355688	norank_1521260	norank_9263	norank_314147	norank_91561	norank_91835	norank_117569	norank_33850	norank_33846	norank_136419	norank_91836	norank_1549675	norank_33682	norank_1489922	norank_91888	norank_4734	norank_85604	superorder	norank_554915	norank_1476529	norank_543769	norank_1437010	norank_1489908	cohort	norank_186626	norank_9347	norank_1489872	norank_32519	norank_32525	norank_123369	norank_186634	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_7496	norank_1437197	norank_91827	norank_85512	class	norank_1280412	norank_71240	norank_42461	norank_715962	norank_715989	norank_3152	norank_2763	norank_404260	superclass	norank_436492	norank_1437183	norank_716546	norank_3208	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_58023	norank_8492	norank_3193	norank_1329799	norank_131221	norank_32561	norank_8457	norank_32524	norank_32523	norank_1338369	norank_8287	norank_117571	norank_117570	norank_5878	norank_7776	norank_7742	subphylum	norank_1783275	norank_1798711	norank_68336	norank_1783257	norank_1783272	norank_716545	norank_1783270	norank_197562	norank_197563	phylum	norank_33634	norank_33630	norank_33511	norank_1206795	subkingdom	norank_88770	norank_1206794	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	norank_131567	no rank	root
ncbi51511	51511	Ciona savignyi	51511	51511	51511	51511	51511	51511	51511	51511	51511	51511	51511	51511	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7717	7716	7716	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7712	7712	7712	7712	7712	7712	7712	7712	7712	7712	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	131567	131567	1
ncbi5180	5180	Sclerotinia sclerotiorum	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5180	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	147548	147548	147548	147548	147548	715989	715989	715989	715989	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	147538	147538	147538	147538	147538	716545	716545	716545	716545	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi5217	5217	Tremella mesenterica	5217	5217	5217	5217	5217	5217	5217	5217	5217	5217	5217	5217	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	105767	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5215	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	5302	5302	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi5270	5270	Ustilago maydis	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5270	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5269	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5268	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5267	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	5257	452284	452284	452284	452284	452284	452284	452284	452284	452284	452284	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi5306	5306	Phanerochaete chrysosporium	5306	5306	5306	5306	5306	5306	5306	5306	5306	5306	5306	5306	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	5305	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	396331	5303	5303	5303	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	355688	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	5302	5302	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi5334	5334	Schizophyllum commune	5334	5334	5334	5334	5334	5334	5334	5334	5334	5334	5334	5334	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	452333	452333	452333	452333	452333	452333	452333	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	5302	5302	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi5346	5346	Coprinopsis cinerea	5346	5346	5346	5346	5346	5346	5346	5346	5346	5346	5346	5346	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	452333	452333	452333	452333	452333	452333	452333	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	5302	5302	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi53953	53953	Pyrococcus horikoshii	53953	53953	53953	53953	53953	53953	53953	53953	53953	53953	53953	53953	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2259	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	2258	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	183968	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	28890	2157	131567	131567	1
ncbi54126	54126	Pristionchus pacificus	54126	54126	54126	54126	54126	54126	54126	54126	54126	54126	54126	54126	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54125	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	54124	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	50827	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	1206794	33317	33213	6072	33208	33154	2759	131567	131567	1
ncbi5476	5476	Candida albicans	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	5476	1535326	1535326	1535326	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	1535325	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	766764	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	147537	147537	147537	147537	147537	716545	716545	716545	716545	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi551115	551115	Nostoc azollae 0708	551115	551115	551115	551115	1164	1164	1164	1164	1164	1164	1164	1164	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	264688	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1162	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1161	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	1117	2	131567	131567	1
ncbi5518	5518	Fusarium graminearum	5518	5518	5518	5518	5518	5518	5518	5518	5518	5518	5518	5518	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	5506	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	110618	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	5125	222543	222543	222543	222543	222543	222543	222543	147550	147550	147550	147550	147550	715989	715989	715989	715989	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	147538	147538	147538	147538	147538	716545	716545	716545	716545	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi55529	55529	Guillardia theta	55529	55529	55529	55529	55529	55529	55529	55529	55529	55529	55529	55529	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	55528	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589343	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	589342	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	2759	131567	131567	1
ncbi56615	56615	Puccinia graminis f. sp. tritici	56615	56615	56615	56615	5297	5297	5297	5297	5297	5297	5297	5297	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5296	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5262	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	5258	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	162484	29000	29000	29000	29000	29000	29000	29000	29000	29000	29000	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	4751	33154	2759	131567	131567	1
ncbi56780	56780	Syntrophus aciditrophicus SB	56780	56780	56780	56780	316277	316277	316277	316277	316277	316277	316277	316277	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	43773	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213468	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	213462	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	28221	68525	68525	68525	68525	68525	68525	68525	68525	68525	68525	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	131567	131567	1
ncbi5691	5691	Trypanosoma brucei	5691	5691	5691	5691	5691	5691	5691	5691	5691	5691	5691	39700	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5690	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5654	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	5653	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	33682	2759	131567	131567	1
ncbi5762	5762	Naegleria gruberi	5762	5762	5762	5762	5762	5762	5762	5762	5762	5762	5762	5762	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5761	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	5765	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	41165	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	5752	2759	131567	131567	1
ncbi5786	5786	Dictyostelium purpureum	5786	5786	5786	5786	5786	5786	5786	5786	5786	5786	5786	5786	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	5782	33083	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	142796	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	554915	2759	131567	131567	1
ncbi5807	5807	Cryptosporidium parvum	5807	5807	5807	5807	5807	5807	5807	5807	5807	5807	5807	5807	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	35082	423054	423054	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	5796	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	131567	131567	1
ncbi5811	5811	Toxoplasma gondii	5811	5811	5811	5811	5811	5811	5811	5811	5811	5811	5811	5811	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5810	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	5809	423054	423054	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	5796	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	131567	131567	1
ncbi5833	5833	Plasmodium falciparum	5833	5833	5833	5833	5833	5833	5833	5833	5833	5833	5833	418107	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	5820	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	1639119	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	5819	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	422676	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	131567	131567	1
ncbi586133	586133	Nematocida parisii	586133	586133	586133	586133	586133	586133	586133	586133	586133	586133	586133	586133	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	586132	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	469895	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	4751	33154	2759	131567	131567	1
ncbi59463	59463	Myotis lucifugus	59463	59463	59463	59463	59463	59463	59463	59463	59463	59463	59463	59463	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9434	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	9431	30560	30560	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	9397	314145	314145	314145	314145	1437010	1437010	1437010	1437010	9347	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	131567	131567	1
ncbi59729	59729	Taeniopygia guttata	59729	59729	59729	59729	59729	59729	59729	59729	59729	59729	59729	59729	59728	59728	59728	59728	59728	59728	59728	59728	59728	59728	59728	59728	59728	59728	40155	40155	40155	40155	37611	37611	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	175121	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	9126	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8825	8782	8782	8782	8782	8782	8782	8782	8782	8782	8782	436492	436492	436492	436492	436491	436491	436489	436489	436486	436486	436486	8492	8492	1329799	1329799	32561	8457	32524	32523	1338369	8287	117571	117570	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	131567	131567	1
ncbi6035	6035	Encephalitozoon cuniculi	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6035	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	6033	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	36734	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6032	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	6029	4751	33154	2759	131567	131567	1
