abbrName	ncbiID	fullName	strain	forma	subspecies	species	species subgroup	species group	subgenus	genus	norank_1535325	norank_1593277	subtribe	norank_34035	norank_1113537	norank_118884	tribe	norank_2233855	norank_1648033	norank_2231382	norank_2231393	subfamily	norank_555406	norank_359160	norank_147370	norank_43741	family	norank_43738	superfamily	norank_5863	norank_337687	norank_480117	parvorder	norank_480118	infraorder	suborder	order	norank_159987	norank_33083	norank_355688	norank_314147	norank_33850	norank_9263	norank_91561	norank_91836	norank_91835	norank_1549675	norank_1489922	norank_33682	norank_91888	norank_4734	superorder	norank_142796	norank_554915	norank_1437010	norank_1489872	cohort	norank_9347	norank_123369	norank_32525	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_85512	class	norank_3152	norank_91827	norank_715962	norank_715989	norank_71240	norank_436492	norank_716546	norank_1437183	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_8492	norank_58023	norank_1329799	norank_32561	norank_3193	norank_8457	norank_1783257	norank_32524	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_5878	norank_197562	norank_112252	norank_68336	norank_1206795	norank_197563	phylum	norank_1783275	norank_33634	norank_33630	norank_1783270	norank_1798711	norank_33511	subkingdom	norank_88770	norank_1206794	norank_1783272	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	root
ncbi7719	7719	Ciona intestinalis	7719	7719	7719	7719	7719	7719	7719	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7717	7717	7717	7717	7717	7717	7717	7717	7717	7716	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7712	7712	7712	7712	7712	7712	7712	7712	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi51511	51511	Ciona savignyi	51511	51511	51511	51511	51511	51511	51511	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7718	7717	7717	7717	7717	7717	7717	7717	7717	7717	7716	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	183770	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7713	7712	7712	7712	7712	7712	7712	7712	7712	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi85681	85681	Citrus clementina	85681	85681	85681	85681	85681	85681	85681	2706	2706	2706	2706	2706	2706	2706	2706	2706	2706	2706	2706	1728959	1728959	1728959	1728959	1728959	23513	23513	23513	23513	23513	23513	23513	23513	23513	23513	41937	41937	41937	41937	41937	41937	41937	41937	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi2711	2711	Citrus sinensis	2711	2711	2711	2711	2711	2711	2711	2706	2706	2706	2706	2706	2706	2706	2706	2706	2706	2706	2706	1728959	1728959	1728959	1728959	1728959	23513	23513	23513	23513	23513	23513	23513	23513	23513	23513	41937	41937	41937	41937	41937	41937	41937	41937	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	91836	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi5499	5499	Passalora fulva	5499	5499	5499	5499	5499	5499	5499	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	131316	93133	93133	93133	93133	93133	93133	93133	93133	93133	93133	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	451867	451867	451867	451867	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi27339	27339	Cladonia grayi	27339	27339	27339	27339	27339	27339	27339	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5199	5198	5198	5198	5198	5198	5198	5198	5198	5198	157822	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	5197	388435	1520881	1520881	1520881	147547	147547	147547	147547	147547	147547	147547	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi36911	36911	Clavispora lusitaniae	36911	36911	36911	36911	36911	36911	36911	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	36910	27319	27319	27319	27319	27319	27319	27319	27319	27319	27319	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi443906	443906	Clavibacter michiganensis subsp. michiganensis NCPPB 382	443906	443906	33013	28447	28447	28447	28447	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	1573	85023	85023	85023	85023	85023	85023	85023	85023	85023	85023	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	85006	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi212717	212717	Clostridium tetani E88	212717	212717	212717	1513	1513	1513	1513	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	1485	31979	31979	31979	31979	31979	31979	31979	31979	31979	31979	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186802	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	186801	1239	1239	1239	1239	1239	1239	1239	1239	1239	1239	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi930089	930089	Bipolaris zeicola 26-R-13	930089	930089	930089	5017	5017	5017	5017	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5016	5016	Bipolaris maydis	5016	5016	5016	5016	5016	5016	5016	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi665024	665024	Bipolaris maydis ATCC 48331	665024	665024	665024	5016	5016	5016	5016	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5501	5501	Coccidioides immitis	5501	5501	5501	5501	5501	5501	5501	5500	5500	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi977863	977863	Curvularia lunata m118	977863	977863	977863	5503	5503	5503	5503	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	5502	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi930090	930090	Bipolaris oryzae ATCC 44560	930090	930090	930090	101162	101162	101162	101162	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi199306	199306	Coccidioides posadasii	199306	199306	199306	199306	199306	199306	199306	5500	5500	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	1593277	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	33183	451871	451871	451871	451871	147545	147545	147545	147545	147545	147545	147545	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi665912	665912	Bipolaris sorokiniana ND90Pr	665912	665912	665912	45130	45130	45130	45130	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi574566	574566	Coccomyxa subellipsoidea C-169	574566	574566	574566	248742	248742	248742	248742	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	41891	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	35472	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	75966	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	3041	33090	33090	2759	1
ncbi930091	930091	Bipolaris victoriae FI3	930091	930091	930091	40125	40125	40125	40125	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	33194	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi469383	469383	Conexibacter woesei DSM 14684	469383	469383	469383	191495	191495	191495	191495	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	191494	320583	320583	320583	320583	320583	320583	320583	320583	320583	320583	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	588673	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	1497346	201174	201174	201174	201174	201174	201174	201174	201174	201174	201174	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi5346	5346	Coprinopsis cinerea	5346	5346	5346	5346	5346	5346	5346	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184431	184208	184208	184208	184208	184208	184208	184208	184208	184208	184208	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	452333	452333	452333	452333	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi309798	309798	Coprothermobacter proteolyticus DSM 5265	309798	309798	309798	35786	35786	35786	35786	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	68335	2138247	2138247	2138247	2138247	2138247	2138247	2138247	2138247	2138247	2138247	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138246	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138243	2138240	2138240	2138240	2138240	2138240	2138240	2138240	2138240	2138240	2138240	1783272	1783272	1783272	1783272	1783272	1783272	2	1
ncbi360115	360115	Coxiella burnetii RSA 331	360115	360115	360115	777	777	777	777	776	776	776	776	776	776	776	776	776	776	776	776	776	776	776	776	776	118968	118968	118968	118968	118968	118968	118968	118968	118968	118968	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	118969	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi237895	237895	Cryptosporidium hominis	237895	237895	237895	237895	237895	237895	237895	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	35082	35082	35082	35082	35082	35082	35082	35082	35082	423054	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	5796	5796	5796	5796	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	5794	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	1
ncbi40410	40410	Cryptococcus neoformans var. neoformans	40410	40410	40410	5207	5207	5207	5207	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	5206	1884633	1884633	1884633	1884633	1884633	1884633	1884633	1884633	1884633	1884633	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	5234	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	155616	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5807	5807	Cryptosporidium parvum	5807	5807	5807	5807	5807	5807	5807	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	5806	35082	35082	35082	35082	35082	35082	35082	35082	35082	423054	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	75739	5796	5796	5796	5796	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	1280412	5794	5794	5794	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	33630	2759	1
ncbi5116	5116	Cryphonectria parasitica	5116	5116	5116	5116	5116	5116	5116	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	5115	399129	399129	399129	399129	399129	399129	399129	399129	399129	399129	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	5114	222544	222544	222544	222544	147550	147550	147550	147550	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi3027	3027	Cryptophyta	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	3027	2759	1
ncbi1168544	1168544	Cucurbitaria berberidis CBS 394.84	1168544	1168544	1168544	45142	45142	45142	45142	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	45141	221670	221670	221670	221670	221670	221670	221670	221670	221670	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi3659	3659	Cucumis sativus	3659	3659	3659	3659	3659	3659	3659	3655	3655	3655	3655	3655	3655	3655	1003877	1003877	1003877	1003877	1003877	1003877	1003877	1003877	1003877	1003877	3650	3650	3650	3650	3650	3650	3650	3650	3650	3650	71239	71239	71239	71239	71239	71239	71239	71239	71239	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi7176	7176	Culex quinquefasciatus	7176	7176	7176	7176	7176	7176	53527	7174	7174	7174	7174	7174	7174	7174	53550	53550	53550	53550	53550	43817	43817	43817	43817	43817	7157	7157	41827	41827	41827	41827	41827	41827	43786	7148	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	7147	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33392	33340	7496	7496	7496	85512	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	50557	6960	6960	6960	197562	197562	197562	197562	197563	6656	6656	6656	6656	6656	6656	6656	6656	88770	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi43988	43988	Cyanothece	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	43988	1892249	1892249	1892249	1892249	1892249	1892249	1892249	1892249	1892249	1892249	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1301283	1117	1117	1117	1117	1117	1798711	1798711	1798711	1798711	1798711	1783272	1783272	1783272	1783272	1783272	1783272	2	1
