abbrName	ncbiID	fullName	strain	forma	subspecies	species	species subgroup	species group	subgenus	genus	norank_1535325	norank_1593277	subtribe	norank_34035	norank_1113537	norank_118884	tribe	norank_2233855	norank_1648033	norank_2231382	norank_2231393	subfamily	norank_555406	norank_359160	norank_147370	norank_43741	family	norank_43738	superfamily	norank_5863	norank_337687	norank_480117	parvorder	norank_480118	infraorder	suborder	order	norank_159987	norank_33083	norank_355688	norank_314147	norank_33850	norank_9263	norank_91561	norank_91836	norank_91835	norank_1549675	norank_1489922	norank_33682	norank_91888	norank_4734	superorder	norank_142796	norank_554915	norank_1437010	norank_1489872	cohort	norank_9347	norank_123369	norank_32525	norank_123368	norank_123367	norank_123366	norank_123365	norank_1489388	norank_186625	norank_1489341	infraclass	subclass	norank_1520881	norank_1437201	norank_85512	class	norank_3152	norank_91827	norank_715962	norank_715989	norank_71240	norank_436492	norank_716546	norank_1437183	norank_436491	norank_3398	norank_436489	norank_58024	norank_436486	norank_78536	norank_8492	norank_58023	norank_1329799	norank_32561	norank_3193	norank_8457	norank_1783257	norank_32524	norank_32523	norank_1338369	superclass	norank_117571	norank_117570	norank_7776	norank_7742	subphylum	norank_716545	norank_5878	norank_197562	norank_112252	norank_68336	norank_1206795	norank_197563	phylum	norank_1783275	norank_33634	norank_33630	norank_1783270	norank_1798711	norank_33511	subkingdom	norank_88770	norank_1206794	norank_1783272	norank_33317	norank_33213	norank_6072	kingdom	norank_33154	superkingdom	root
ncbi114890	114890	Rhabditophanes sp. KR3021	114890	114890	114890	114890	114890	114890	114890	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114889	114888	114888	2082224	2082224	2082224	2082224	2082224	2082224	2082224	2082223	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	6300	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	119089	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi64495	64495	Rhizopus oryzae	64495	64495	64495	64495	64495	64495	64495	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	4842	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344955	1344963	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	4827	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	2212703	451507	451507	451507	451507	112252	112252	112252	112252	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	1913637	4751	33154	2759	1
ncbi37885	37885	Rhytidhysteron rufulum	37885	37885	37885	37885	37885	37885	37885	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	37884	100025	100025	100025	100025	100025	100025	100025	100025	100025	100025	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	191554	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi3988	3988	Ricinus communis	3988	3988	3988	3988	3988	3988	3988	3987	3987	3987	3987	3987	3987	3987	235880	235880	235880	235880	235880	235629	235629	235629	235629	235629	3977	3977	3977	3977	3977	3977	3977	3977	3977	3977	3646	3646	3646	3646	3646	3646	3646	3646	3646	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	91835	71275	71275	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi13658	13658	Romanomermis culicivorax	13658	13658	13658	13658	13658	13658	13658	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	13657	27840	27840	211382	211382	211382	211382	211382	211382	211382	211382	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	27838	1457286	1457286	1457286	1457286	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi413404	413404	Candidatus Ruthia magnifica str. Cm (Calyptogena magnifica)	413404	413404	413404	386487	386487	386487	386487	1541743	1541743	1541743	1541743	1541743	1541743	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	118884	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1236	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	1224	2	1
ncbi4931	4931	Saccharomyces bayanus	4931	4931	4931	4931	4931	4931	4931	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi27288	27288	Naumovozyma castellii	27288	27288	27288	27288	27288	27288	27288	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	278028	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi4932	4932	Saccharomyces cerevisiae	4932	4932	4932	4932	4932	4932	4932	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi4934	4934	Lachancea kluyveri	4934	4934	4934	4934	4934	4934	4934	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	300275	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi114524	114524	Saccharomyces kudriavzevii	114524	114524	114524	114524	114524	114524	114524	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi114525	114525	Saccharomyces mikatae	114525	114525	114525	114525	114525	114525	114525	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi27291	27291	Saccharomyces paradoxus	27291	27291	27291	27291	27291	27291	27291	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4930	4893	4893	4893	4893	4893	4893	4893	4893	4893	4893	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4892	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	4891	147537	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi101203	101203	Saprolegnia parasitica	101203	101203	101203	101203	101203	101203	101203	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4769	4764	4764	4764	4764	4764	4764	4764	4764	4764	4764	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4763	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	4762	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	33634	2759	1
ncbi9305	9305	Sarcophilus harrisii	9305	9305	9305	9305	9305	9305	9305	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9304	9277	9277	9277	9277	9277	9277	9277	9277	9277	9277	38608	38608	38608	38608	38608	38608	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	9263	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi5334	5334	Schizophyllum commune	5334	5334	5334	5334	5334	5334	5334	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5333	5332	5332	5332	5332	5332	5332	5332	5332	5332	5332	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	5338	452333	452333	452333	452333	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi4897	4897	Schizosaccharomyces japonicus	4897	4897	4897	4897	4897	4897	4897	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	451866	451866	451866	451866	451866	451866	451866	451866	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi6183	6183	Schistosoma mansoni	6183	6183	6183	6183	6183	6183	6183	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	6181	31245	31245	31244	31244	31244	31244	31244	31244	31244	31244	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6180	6179	6179	6179	6179	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6178	6157	6157	6157	6157	6157	6157	6157	6157	6157	6157	6157	6157	33213	6072	33208	33154	2759	1
ncbi4899	4899	Schizosaccharomyces octosporus	4899	4899	4899	4899	4899	4899	4899	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	451866	451866	451866	451866	451866	451866	451866	451866	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi4896	4896	Schizosaccharomyces pombe	4896	4896	4896	4896	4896	4896	4896	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	451866	451866	451866	451866	451866	451866	451866	451866	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi653667	653667	Schizosaccharomyces cryophilus OY26	653667	653667	653667	866546	866546	866546	866546	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4895	4894	4894	4894	4894	4894	4894	4894	4894	4894	4894	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	34346	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	147554	451866	451866	451866	451866	451866	451866	451866	451866	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi5180	5180	Sclerotinia sclerotiorum	5180	5180	5180	5180	5180	5180	5180	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	5179	28983	28983	28983	28983	28983	28983	28983	28983	28983	28983	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	5178	147548	147548	147548	147548	715989	715989	715989	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi88036	88036	Selaginella moellendorffii	88036	88036	88036	88036	88036	88036	88036	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3246	3245	3245	3245	3245	3245	3245	3245	3245	3245	3245	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	3244	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	1521260	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi692275	692275	Sphaerulina musiva SO2202	692275	692275	692275	85929	85929	85929	85929	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	93133	93133	93133	93133	93133	93133	93133	93133	93133	93133	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	451867	451867	451867	451867	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi215467	215467	Sphaerulina populicola	215467	215467	215467	215467	215467	215467	215467	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	237179	93133	93133	93133	93133	93133	93133	93133	93133	93133	93133	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	134362	451867	451867	451867	451867	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi85982	85982	Serpula lacrymans	85982	85982	85982	85982	85982	85982	85982	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	80744	389951	389951	389951	389951	389951	389951	389951	389951	389951	227334	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	68889	452333	452333	452333	452333	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	155619	5302	5302	5302	5302	5302	5302	5302	5302	5204	5204	5204	5204	5204	5204	5204	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi4555	4555	Setaria italica	4555	4555	4555	4555	4555	4555	4555	4554	4554	4554	1293361	1293361	1293361	1293361	147428	147428	147428	147428	147428	147369	147369	147369	147370	147370	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	1437197	1437197	1437197	1437197	4447	4447	4447	4447	4447	4447	4447	4447	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi671987	671987	Exserohilum turcica Et28A	671987	671987	671987	93612	93612	93612	93612	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	91493	28556	28556	28556	28556	28556	28556	28556	28556	28556	715340	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	92860	451868	451868	451868	451868	147541	147541	147541	715962	715962	715962	715962	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	716546	147538	716545	716545	716545	716545	716545	716545	716545	4890	4890	4890	4890	4890	4890	4890	451864	451864	451864	451864	451864	451864	451864	4751	33154	2759	1
ncbi241478	241478	Soboliphyme baturini	241478	241478	241478	241478	241478	241478	241478	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241477	241476	241476	241475	241475	241475	241475	241475	241475	241475	241475	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	2044726	1457286	1457286	1457286	1457286	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	119088	6231	6231	6231	6231	6231	6231	6231	6231	6231	1206794	1206794	33317	33213	6072	33208	33154	2759	1
ncbi4081	4081	Solanum lycopersicum	4081	4081	4081	4081	4081	4081	49274	4107	4107	4107	4107	4107	4107	4107	424574	424574	424574	424574	424574	424551	424551	424551	424551	424551	4070	4070	4070	4070	4070	4070	4070	4070	4070	4070	4069	4069	4069	4069	4069	4069	4069	4069	4069	4069	4069	4069	4069	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	91888	71274	71274	1437201	1437201	1437201	1437201	91827	91827	91827	71240	71240	71240	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
ncbi42254	42254	Sorex araneus	42254	42254	42254	42254	42254	42254	42254	9379	9379	9379	9379	9379	9379	9379	9379	9379	9379	9379	9379	183663	183663	183663	183663	183663	9376	9376	9376	9376	9376	9376	9376	9376	9376	9376	9362	9362	9362	9362	9362	9362	9362	9362	9362	9362	9362	9362	9362	9362	9362	314145	314145	314145	1437010	1437010	1437010	9347	9347	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	32525	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	40674	32524	32523	1338369	8287	117571	117570	7776	7742	89593	89593	89593	89593	89593	89593	89593	89593	7711	7711	7711	7711	7711	7711	33511	33511	33511	33511	33511	33511	33213	6072	33208	33154	2759	1
ncbi4558	4558	Sorghum bicolor	4558	4558	4558	4558	4558	4558	4558	4557	4557	4557	1648028	1648028	1648028	1648028	147429	147429	1648033	1648033	1648033	147369	147369	147369	147370	147370	4479	4479	4479	4479	4479	4479	4479	4479	4479	4479	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	38820	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	4734	1437197	1437197	1437197	1437197	4447	4447	4447	4447	4447	4447	4447	4447	1437183	1437183	3398	3398	58024	58024	78536	78536	58023	58023	58023	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	3193	131221	131221	131221	131221	131221	131221	131221	131221	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	35493	33090	33090	2759	1
